1717895027.184202, 4, 65, ENGINE_RPM, 18, 185, 0
1717895027.254627, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895027.806877, 4, 65, ENGINE_RPM, 18, 188, 0
1717895027.872416, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895028.466582, 4, 65, ENGINE_RPM, 18, 207, 0
1717895028.527851, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895029.039921, 4, 65, ENGINE_RPM, 18, 179, 0
1717895029.105503, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895029.695442, 4, 65, ENGINE_RPM, 18, 195, 0
1717895029.752778, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895030.293445, 4, 65, ENGINE_RPM, 18, 185, 0
1717895030.354898, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895030.875152, 4, 65, ENGINE_RPM, 18, 176, 0
1717895030.928417, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895031.452759, 4, 65, ENGINE_RPM, 18, 195, 0
1717895031.510123, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895032.083642, 4, 65, ENGINE_RPM, 18, 192, 0
1717895032.14515, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895032.657145, 4, 65, ENGINE_RPM, 18, 173, 0
1717895032.726904, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895033.28391, 4, 65, ENGINE_RPM, 18, 173, 0
1717895033.374031, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895033.902482, 4, 65, ENGINE_RPM, 18, 195, 0
1717895034.013089, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895034.50895, 4, 65, ENGINE_RPM, 18, 67, 0
1717895034.582514, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895035.12734, 4, 65, ENGINE_RPM, 18, 85, 0
1717895035.184756, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895035.696848, 4, 65, ENGINE_RPM, 18, 95, 0
1717895035.7664, 3, 65, VEHICLE_SPEED, 0, 0, 0
