1717895010.601507, 4, 65, ENGINE_RPM, 19, 126, 0
1717895010.662964, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895011.179533, 4, 65, ENGINE_RPM, 19, 142, 0
1717895011.24876, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895011.720097, 4, 65, ENGINE_RPM, 19, 136, 0
1717895011.793603, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895012.313857, 4, 65, ENGINE_RPM, 19, 142, 0
1717895012.375305, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895012.940618, 4, 65, ENGINE_RPM, 19, 136, 0
1717895013.006163, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895013.550995, 4, 65, ENGINE_RPM, 19, 120, 0
1717895013.604253, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895014.132749, 4, 65, ENGINE_RPM, 19, 123, 0
1717895014.202976, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895014.710311, 4, 65, ENGINE_RPM, 19, 136, 0
1717895014.767692, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895015.337076, 4, 65, ENGINE_RPM, 19, 14, 0
1717895015.402644, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895015.976135, 4, 65, ENGINE_RPM, 19, 36, 0
1717895016.033667, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895016.561949, 4, 65, ENGINE_RPM, 19, 36, 0
1717895016.623408, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895017.164237, 4, 65, ENGINE_RPM, 19, 26, 0
1717895017.225616, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895017.745833, 4, 65, ENGINE_RPM, 19, 36, 0
1717895017.807489, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895018.356275, 4, 65, ENGINE_RPM, 19, 32, 0
1717895018.417658, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895018.937918, 4, 65, ENGINE_RPM, 19, 32, 0
1717895019.007636, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895019.552387, 4, 65, ENGINE_RPM, 19, 45, 0
1717895019.618057, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895020.142405, 4, 65, ENGINE_RPM, 19, 39, 0
1717895020.240604, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895020.765317, 4, 65, ENGINE_RPM, 19, 29, 0
1717895020.818231, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895021.35895, 4, 65, ENGINE_RPM, 19, 26, 0
1717895021.416399, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895021.911992, 4, 65, ENGINE_RPM, 19, 39, 0
1717895021.989818, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895022.514193, 4, 65, ENGINE_RPM, 19, 29, 0
1717895022.583812, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895023.140934, 4, 65, ENGINE_RPM, 19, 42, 0
1717895023.206487, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895023.714691, 4, 65, ENGINE_RPM, 19, 45, 0
1717895023.780003, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895024.312543, 4, 65, ENGINE_RPM, 19, 36, 0
1717895024.370143, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895024.865594, 4, 65, ENGINE_RPM, 19, 36, 0
1717895024.92292, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895025.455495, 4, 65, ENGINE_RPM, 19, 29, 0
1717895025.521034, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895026.02079, 4, 65, ENGINE_RPM, 19, 39, 0
1717895026.082244, 3, 65, VEHICLE_SPEED, 0, 0, 0
1717895026.582006, 4, 65, ENGINE_RPM, 18, 160, 0
1717895026.643471, 3, 65, VEHICLE_SPEED, 0, 0, 0
